Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
02;Akershus;;;;;BLANKE;Blanke;0,63647;471106;1129;1216;2345;0,08297;-0,78312;0;0;
02;Akershus;;;;;GENE;Generasjonspartiet;0,0304;471106;71;41;112;0,0304;0,0304;0;0;
03;Oslo;;;;;A;Arbeiderpartiet;22,96423;485656;50857;36236;87093;-5,39009;2,95641;4;0;
03;Oslo;;;;;SV;SV - Sosialistisk Venstreparti;13,27761;485656;32789;17567;50356;4,00169;4,17747;3;0;
03;Oslo;;;;;RØDT;Rødt;8,25856;485656;20299;11022;31321;1,97064;1,06174;2;0;
03;Oslo;;;;;SP;Senterpartiet;3,14907;485656;7097;4846;11943;1,03031;0,96556;0;0;
03;Oslo;;;;;KRF;Kristelig Folkeparti;1,82278;485656;4222;2691;6913;-0,31369;0,08638;0;0;
03;Oslo;;;;;MDG;Miljøpartiet De Grønne;8,48453;485656;22134;10044;32178;2,53167;-6,77595;2;0;
03;Oslo;;;;;V;Venstre;10,04522;485656;21881;16216;38097;1,61893;4,26905;3;1;
03;Oslo;;;;;H;Høyre;23,54036;485656;55643;33635;89278;-2,90604;-1,86084;5;0;
03;Oslo;;;;;FRP;Fremskrittspartiet;6,0015;485656;13593;9168;22761;-3,54274;0,72825;1;0;
03;Oslo;;;;;AAN;Alliansen - Alternativ for Norge;0,06117;485656;138;94;232;0,06117;0,06117;0;0;
03;Oslo;;;;;DEMN;Demokratene;0,68107;485656;1679;904;2583;0,59227;0,41621;0;0;
03;Oslo;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,28187;485656;611;458;1069;0,28187;-5,55888;0;0;
03;Oslo;;;;;HELSE;Helsepartiet;0,15557;485656;376;214;590;-0,16696;-0,07674;0;0;
03;Oslo;;;;;INP;Industri- og Næringspartiet;0,0617;485656;135;99;234;0,0617;0,0617;0;0;
03;Oslo;;;;;KRISTNE;Partiet De Kristne;0,12498;485656;289;185;474;0,03155;-0,0422;0;0;
03;Oslo;;;;;KYST;Kystpartiet;0,01688;485656;37;27;64;0,01688;-0,02663;0;0;
03;Oslo;;;;;LIBS;Liberalistene;0,17455;485656;389;273;662;-0,00714;-0,04763;0;0;
03;Oslo;;;;;NKP;Norges Kommunistiske Parti;0,03217;485656;85;37;122;-0,00025;-0,04034;0;0;
03;Oslo;;;;;PIR;Piratpartiet;0,08965;485656;176;164;340;-0,08197;-0,09997;0;0;
03;Oslo;;;;;PP;Pensjonistpartiet;0,34515;485656;915;394;1309;-0,01851;-0,26202;0;0;
03;Oslo;;;;;PS;Partiet Sentrum;0,35886;485656;708;653;1361;0,35886;0,35886;0;0;
03;Oslo;;;;;BLANKE;Blanke;0,4435;485656;847;835;1682;-0,02694;-0,0824;0;0;
03;Oslo;;;;;FI;Feministisk Initiativ;0,07251;485656;214;61;275;-0,01629;-0,08592;0;0;
04;Hedmark;;;;;A;Arbeiderpartiet;33,16643;152228;20632;17389;38021;-2,41858;-1,58077;3;0;
04;Hedmark;;;;;SV;SV - Sosialistisk Venstreparti;6,81106;152228;4593;3215;7808;1,10669;1,27157;0;0;
04;Hedmark;;;;;RØDT;Rødt;3,35319;152228;2311;1533;3844;2,08536;0,82857;0;0;
04;Hedmark;;;;;SP;Senterpartiet;28,12094;152228;15257;16980;32237;5,93913;0,7296;2;0;
04;Hedmark;;;;;KRF;Kristelig Folkeparti;1,62164;152228;949;910;1859;-0,18211;-0,25799;0;0;
04;Hedmark;;;;;MDG;Miljøpartiet De Grønne;2,03512;152228;1603;730;2333;0,08922;-2,47984;0;0;
04;Hedmark;;;;;V;Venstre;2,26279;152228;1390;1204;2594;-0,05657;0,11432;0;0;
04;Hedmark;;;;;H;Høyre;10,5725;152228;6586;5534;12120;-4,79778;-0,08062;1;0;
04;Hedmark;;;;;FRP;Fremskrittspartiet;8,44317;152228;4377;5302;9679;-3,20395;2,48235;1;1;
04;Hedmark;;;;;AAN;Alliansen - Alternativ for Norge;0,08723;152228;56;44;100;0,08723;0,08723;0;0;
04;Hedmark;;;;;DEMN;Demokratene;1,18112;152228;764;590;1354;1,01425;0,98796;0;0;
04;Hedmark;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,07066;152228;30;51;81;0,07066;0,07066;0;0;
04;Hedmark;;;;;HELSE;Helsepartiet;0,25559;152228;150;143;293;-0,05342;-0,08442;0;0;
04;Hedmark;;;;;INP;Industri- og Næringspartiet;0,15004;152228;76;96;172;0,15004;0,15004;0;0;
04;Hedmark;;;;;KRISTNE;Partiet De Kristne;0,19017;152228;106;112;218;0,04449;-0,14419;0;0;
04;Hedmark;;;;;LIBS;Liberalistene;0,11776;152228;70;65;135;-0,02703;-0,11041;0;0;
04;Hedmark;;;;;PP;Pensjonistpartiet;1,29278;152228;980;502;1482;0,16002;-2,25186;0;0;
04;Hedmark;;;;;PS;Partiet Sentrum;0,18319;152228;108;102;210;0,18319;0,18319;0;0;
04;Hedmark;;;;;BLANKE;Blanke;0,66122;152228;322;436;758;-0,08924;-1,81032;0;0;
04;Hedmark;;;;;RN;Redd Naturen;0,08461;152228;43;54;97;0,08461;0,08461;0;0;
05;Oppland;;;;;A;Arbeiderpartiet;35,01855;132383;18486;16064;34550;-0,2035;1,62328;2;0;
05;Oppland;;;;;SV;SV - Sosialistisk Venstreparti;5,58371;132383;3458;2051;5509;0,96233;1,32842;0;0;
05;Oppland;;;;;RØDT;Rødt;3,58091;132383;2215;1318;3533;1,94172;0,45703;0;0;
05;Oppland;;;;;SP;Senterpartiet;25,96744;132383;12224;13396;25620;3,96172;-4,1143;2;0;
05;Oppland;;;;;KRF;Kristelig Folkeparti;1,55784;132383;834;703;1537;-0,54178;-0,26164;0;0;
05;Oppland;;;;;MDG;Miljøpartiet De Grønne;2,32004;132383;1609;680;2289;-0,03246;-2,46444;0;0;
05;Oppland;;;;;V;Venstre;2,40315;132383;1321;1050;2371;-0,11962;0,41325;0;0;
05;Oppland;;;;;H;Høyre;12,49113;132383;6722;5602;12324;-3,80914;-0,36059;1;0;
05;Oppland;;;;;FRP;Fremskrittspartiet;8,57372;132383;3798;4661;8459;-3,27141;3,46506;1;1;
05;Oppland;;;;;AAN;Alliansen - Alternativ for Norge;0,0821;132383;43;38;81;0,0821;0,0821;0;0;
05;Oppland;;;;;DEMN;Demokratene;0,94363;132383;499;432;931;0,82273;0,70658;0;0;
05;Oppland;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,0669;132383;34;32;66;0,0669;0,0669;0;0;
05;Oppland;;;;;HELSE;Helsepartiet;0,18751;132383;103;82;185;-0,20944;-0,14436;0;0;
05;Oppland;;;;;INP;Industri- og Næringspartiet;0,12872;132383;72;55;127;0,12872;0,12872;0;0;
05;Oppland;;;;;KRISTNE;Partiet De Kristne;0,21488;132383;115;97;212;0,05267;-0,18234;0;0;
05;Oppland;;;;;LIBS;Liberalistene;0,09223;132383;47;44;91;-0,03874;-0,13841;0;0;
05;Oppland;;;;;PIR;Piratpartiet;0,06588;132383;37;28;65;0,06588;0,06588;0;0;
05;Oppland;;;;;PP;Pensjonistpartiet;0,53516;132383;330;198;528;0,11302;-0,85764;0;0;
05;Oppland;;;;;PS;Partiet Sentrum;0,1865;132383;109;75;184;0,1865;0,1865;0;0;
05;Oppland;;;;;BLANKE;Blanke;0,58482;132383;258;319;577;-0,06299;-1,28335;0;0;
06;Buskerud;;;;;A;Arbeiderpartiet;28,35805;191637;25258;15315;40573;-0,54848;3,28018;3;0;
06;Buskerud;;;;;SV;SV - Sosialistisk Venstreparti;5,63555;191637;5469;2594;8063;0,73635;1,37179;1;1;
06;Buskerud;;;;;RØDT;Rødt;3,45486;191637;3376;1567;4943;2,03174;1,20383;0;0;
06;Buskerud;;;;;SP;Senterpartiet;16,12452;191637;12691;10379;23070;4,7522;-2,63175;1;0;
06;Buskerud;;;;;KRF;Kristelig Folkeparti;2,31908;191637;2006;1312;3318;-0,28762;0,02295;0;0;
06;Buskerud;;;;;MDG;Miljøpartiet De Grønne;2,97259;191637;3068;1185;4253;0,43317;-2,98986;0;0;
06;Buskerud;;;;;V;Venstre;3,63798;191637;3149;2056;5205;0,28091;1,52142;0;0;
06;Buskerud;;;;;H;Høyre;22,04593;191637;19804;11738;31542;-4,28126;-1,65664;2;0;
06;Buskerud;;;;;FRP;Fremskrittspartiet;12,23982;191637;9654;7858;17512;-4,99942;3,34806;1;0;
06;Buskerud;;;;;AAN;Alliansen - Alternativ for Norge;0,10344;191637;99;49;148;0,10344;0,10344;0;0;
06;Buskerud;;;;;DEMN;Demokratene;1,3818;191637;1241;736;1977;1,24947;1,13925;0;0;
06;Buskerud;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,08807;191637;64;62;126;0,08807;-3,50847;0;0;
06;Buskerud;;;;;HELSE;Helsepartiet;0,29425;191637;253;168;421;-0,29199;-0,24787;0;0;
06;Buskerud;;;;;INP;Industri- og Næringspartiet;0,19221;191637;167;108;275;0,19221;0,19221;0;0;
06;Buskerud;;;;;KRISTNE;Partiet De Kristne;0,23135;191637;211;120;331;0,04283;-0,13035;0;0;
06;Buskerud;;;;;LIBS;Liberalistene;0,17054;191637;147;97;244;-0,03128;-0,09073;0;0;
06;Buskerud;;;;;PIR;Piratpartiet;0,08038;191637;54;61;115;0,07742;-0,09324;0;0;
06;Buskerud;;;;;PP;Pensjonistpartiet;0,36345;191637;379;141;520;0,3494;-0,41696;0;0;
06;Buskerud;;;;;PS;Partiet Sentrum;0,30614;191637;251;187;438;0,30614;0,30614;0;0;
06;Buskerud;;;;;BLANKE;Blanke;0,71432;191637;548;474;1022;0,02383;-1,17076;0;0;
07;Vestfold;;;;;A;Arbeiderpartiet;27,00657;182961;20038;17284;37322;-0,95944;0,02064;2;0;
07;Vestfold;;;;;SV;SV - Sosialistisk Venstreparti;6,19627;182961;5253;3310;8563;1,1861;1,52512;1;1;
07;Vestfold;;;;;RØDT;Rødt;4,42126;182961;3902;2208;6110;2,54339;1,10002;0;0;
07;Vestfold;;;;;SP;Senterpartiet;9,9301;182961;6941;6782;13723;3,84317;-0,91968;1;0;
07;Vestfold;;;;;KRF;Kristelig Folkeparti;3,49431;182961;2584;2245;4829;-0,22421;0,08456;0;0;
07;Vestfold;;;;;MDG;Miljøpartiet De Grønne;3,87348;182961;3677;1676;5353;0,89456;-3,54087;0;0;
07;Vestfold;;;;;V;Venstre;4,11083;182961;3206;2475;5681;0,23284;0,75596;0;0;
07;Vestfold;;;;;H;Høyre;25,08104;182961;19405;15256;34661;-5,14175;-1,82964;2;0;
07;Vestfold;;;;;FRP;Fremskrittspartiet;12,45695;182961;8419;8796;17215;-4,33451;2,56671;1;0;
07;Vestfold;;;;;AAN;Alliansen - Alternativ for Norge;0,10492;182961;81;64;145;0,10492;0,10492;0;0;
07;Vestfold;;;;;DEMN;Demokratene;1,31842;182961;1080;742;1822;1,20376;1,05817;0;0;
07;Vestfold;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,05138;182961;35;36;71;0,05138;-1,17992;0;0;
07;Vestfold;;;;;HELSE;Helsepartiet;0,2757;182961;218;163;381;-0,20117;-0,12884;0;0;
07;Vestfold;;;;;INP;Industri- og Næringspartiet;0,29234;182961;236;168;404;0,29234;0,29234;0;0;
07;Vestfold;;;;;KRISTNE;Partiet De Kristne;0,47541;182961;371;286;657;0,18382;-0,26372;0;0;
07;Vestfold;;;;;LIBS;Liberalistene;0,14038;182961;113;81;194;-0,07603;-0,18183;0;0;
07;Vestfold;;;;;PIR;Piratpartiet;0,089;182961;79;44;123;-0,06666;0,089;0;0;
07;Vestfold;;;;;PP;Pensjonistpartiet;0,40595;182961;363;198;561;0,40595;0,40595;0;0;
07;Vestfold;;;;;PS;Partiet Sentrum;0,2757;182961;228;153;381;0,2757;0,2757;0;0;
07;Vestfold;;;;;BLANKE;Blanke;0,68092;182961;485;456;941;-0,02528;-0,91862;0;0;
08;Telemark;;;;;A;Arbeiderpartiet;30,83519;130953;15002;14881;29883;-1,09622;-2,115;2;0;
08;Telemark;;;;;SV;SV - Sosialistisk Venstreparti;6,12102;130953;3449;2483;5932;1,16577;1,24659;0;0;
08;Telemark;;;;;RØDT;Rødt;4,64958;130953;2656;1850;4506;2,54257;0,35238;1;1;
08;Telemark;;;;;SP;Senterpartiet;16,47474;130953;6912;9054;15966;3,61484;-2,57276;1;0;
08;Telemark;;;;;KRF;Kristelig Folkeparti;4,47003;130953;2299;2033;4332;-0,51102;-0,47859;0;0;
08;Telemark;;;;;MDG;Miljøpartiet De Grønne;2,81596;130953;1854;875;2729;0,34659;-2,18046;0;0;
08;Telemark;;;;;V;Venstre;2,27216;130953;1220;982;2202;-0,40264;0,39961;0;0;
08;Telemark;;;;;H;Høyre;15,67917;130953;8142;7053;15195;-4,39474;1,02067;1;0;
08;Telemark;;;;;FRP;Fremskrittspartiet;12,68883;130953;5393;6904;12297;-3,84208;4,05671;1;0;
08;Telemark;;;;;AAN;Alliansen - Alternativ for Norge;0,11041;130953;60;47;107;0,11041;0,11041;0;0;
08;Telemark;;;;;DEMN;Demokratene;1,42397;130953;709;671;1380;1,2908;1,20892;0;0;
08;Telemark;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,08977;130953;40;47;87;0,08977;-1,87962;0;0;
08;Telemark;;;;;HELSE;Helsepartiet;0,19915;130953;101;92;193;-0,1663;-0,12405;0;0;
08;Telemark;;;;;INP;Industri- og Næringspartiet;0,61499;130953;300;296;596;0,61499;0,61499;0;0;
08;Telemark;;;;;KRISTNE;Partiet De Kristne;0,65111;130953;352;279;631;0,09674;-0,21538;0;0;
08;Telemark;;;;;LIBS;Liberalistene;0,11351;130953;62;48;110;-0,0238;-0,11789;0;0;
08;Telemark;;;;;PIR;Piratpartiet;0,08771;130953;41;44;85;0,08771;0,08771;0;0;
08;Telemark;;;;;PP;Pensjonistpartiet;0,43132;130953;261;157;418;0,43132;0,43132;0;0;
08;Telemark;;;;;PS;Partiet Sentrum;0,27138;130953;144;119;263;0,27138;0,27138;0;0;
08;Telemark;;;;;BLANKE;Blanke;0,65833;130953;295;343;638;0,01311;-0,96019;0;0;
09;Aust-Agder;;;;;A;Arbeiderpartiet;24,52718;87300;8455;7691;16146;-0,84231;1,37017;1;0;
09;Aust-Agder;;;;;SV;SV - Sosialistisk Venstreparti;5,53404;87300;2249;1394;3643;1,56566;1,10413;0;0;
09;Aust-Agder;;;;;RØDT;Rødt;3,73088;87300;1498;958;2456;2,48568;1,10658;0;0;
09;Aust-Agder;;;;;SP;Senterpartiet;13,52747;87300;4107;4798;8905;5,3798;1,91439;1;0;
09;Aust-Agder;;;;;KRF;Kristelig Folkeparti;8,73171;87300;3072;2676;5748;-1,08612;-2,1038;0;0;
09;Aust-Agder;;;;;MDG;Miljøpartiet De Grønne;3,00324;87300;1333;644;1977;0,38786;-1,7463;0;0;
09;Aust-Agder;;;;;V;Venstre;3,24325;87300;1178;957;2135;-0,06113;0,21521;0;0;
09;Aust-Agder;;;;;H;Høyre;20,2145;87300;7333;5974;13307;-5,55653;-3,59111;1;0;
09;Aust-Agder;;;;;FRP;Fremskrittspartiet;13,26011;87300;3846;4883;8729;-4,05233;4,11619;1;1;
09;Aust-Agder;;;;;AAN;Alliansen - Alternativ for Norge;0,06684;87300;19;25;44;0,06684;0,06684;0;0;
09;Aust-Agder;;;;;DEMN;Demokratene;1,393;87300;530;387;917;1,23521;0,65282;0;0;
09;Aust-Agder;;;;;HELSE;Helsepartiet;0,28863;87300;104;86;190;-0,09884;-1,41231;0;0;
09;Aust-Agder;;;;;INP;Industri- og Næringspartiet;0,42383;87300;164;115;279;0,42383;0,42383;0;0;
09;Aust-Agder;;;;;KRISTNE;Partiet De Kristne;0,86892;87300;338;234;572;0,14086;-0,41706;0;0;
09;Aust-Agder;;;;;LIBS;Liberalistene;0,15343;87300;49;52;101;-0,03405;-0,20919;0;0;
09;Aust-Agder;;;;;PIR;Piratpartiet;0,10634;87300;37;33;70;-0,0499;-0,27871;0;0;
09;Aust-Agder;;;;;PP;Pensjonistpartiet;0,57725;87300;248;132;380;-0,12424;-1,56106;0;0;
09;Aust-Agder;;;;;PS;Partiet Sentrum;0,34939;87300;164;66;230;0,34939;0,34939;0;0;
09;Aust-Agder;;;;;BLANKE;Blanke;0,51649;87300;161;179;340;0,00091;-1,10407;0;0;
10;Vest-Agder;;;;;A;Arbeiderpartiet;20,77234;137466;12893;8946;21839;-0,25006;1,65141;1;0;
10;Vest-Agder;;;;;SV;SV - Sosialistisk Venstreparti;5,34075;137466;3763;1852;5615;1,0411;0,90515;0;0;
10;Vest-Agder;;;;;RØDT;Rødt;3,19018;137466;2215;1139;3354;1,82931;0,80682;0;0;
10;Vest-Agder;;;;;SP;Senterpartiet;10,33243;137466;5735;5128;10863;3,84562;1,47502;1;0;
10;Vest-Agder;;;;;KRF;Kristelig Folkeparti;13,88691;137466;8492;6108;14600;1,27566;-0,58342;1;0;
10;Vest-Agder;;;;;MDG;Miljøpartiet De Grønne;3,16545;137466;2320;1008;3328;0,27546;-3,34884;0;0;
10;Vest-Agder;;;;;V;Venstre;3,64579;137466;2320;1513;3833;0,02309;0,5657;1;1;
10;Vest-Agder;;;;;H;Høyre;21,26314;137466;13453;8902;22355;-6,61441;1,76051;1;0;
10;Vest-Agder;;;;;FRP;Fremskrittspartiet;13,1431;137466;7359;6459;13818;-3,98084;3,56367;1;0;
10;Vest-Agder;;;;;AAN;Alliansen - Alternativ for Norge;0,05041;137466;26;27;53;0,05041;0,05041;0;0;
10;Vest-Agder;;;;;DEMN;Demokratene;2,57574;137466;1587;1121;2708;1,83407;-5,62519;0;0;
10;Vest-Agder;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,05897;137466;30;32;62;0,05897;0,05897;0;0;
10;Vest-Agder;;;;;HELSE;Helsepartiet;0,15884;137466;101;66;167;-0,06614;-0,34588;0;0;
10;Vest-Agder;;;;;INP;Industri- og Næringspartiet;0,34242;137466;227;133;360;0,34242;0,34242;0;0;
10;Vest-Agder;;;;;KRISTNE;Partiet De Kristne;0,92072;137466;637;331;968;0,13227;-0,72337;0;0;
10;Vest-Agder;;;;;LIBS;Liberalistene;0,15599;137466;95;69;164;-0,05307;-0,18203;0;0;
10;Vest-Agder;;;;;PIR;Piratpartiet;0,07419;137466;37;41;78;-0,07613;-0,11666;0;0;
10;Vest-Agder;;;;;PP;Pensjonistpartiet;0,46892;137466;357;136;493;0,04284;-0,70839;0;0;
10;Vest-Agder;;;;;PS;Partiet Sentrum;0,4537;137466;299;178;477;0,4537;0,4537;0;0;
10;Vest-Agder;;;;;BLANKE;Blanke;0,59638;137466;300;327;627;0,1255;-0,77409;0;0;
11;Rogaland;;;;;A;Arbeiderpartiet;22,39335;333475;33085;24884;57969;-0,17189;0,04945;3;0;
11;Rogaland;;;;;SV;SV - Sosialistisk Venstreparti;5,12309;333475;8467;4795;13262;1,16004;1,05282;1;0;
11;Rogaland;;;;;RØDT;Rødt;3,71619;333475;6036;3584;9620;2,55095;1,36727;1;1;
11;Rogaland;;;;;SP;Senterpartiet;10,41346;333475;13881;13076;26957;3,0953;-0,11977;2;0;
11;Rogaland;;;;;KRF;Kristelig Folkeparti;8,05703;333475;11889;8968;20857;-0,26181;-0,49415;1;0;
11;Rogaland;;;;;MDG;Miljøpartiet De Grønne;2,3769;333475;4298;1855;6153;-0,20367;-2,71334;0;0;
11;Rogaland;;;;;V;Venstre;3,51764;333475;5254;3852;9106;-0,02187;0,48965;0;0;
11;Rogaland;;;;;H;Høyre;23,94743;333475;37182;24810;61992;-4,84083;1,84644;4;0;
11;Rogaland;;;;;FRP;Fremskrittspartiet;16,75764;333475;23655;19725;43380;-2,99196;4,11066;2;0;
11;Rogaland;;;;;AAN;Alliansen - Alternativ for Norge;0,0819;333475;121;91;212;0,0819;0,0819;0;0;
11;Rogaland;;;;;DEMN;Demokratene;1,01751;333475;1654;980;2634;0,92267;0,84843;0;0;
11;Rogaland;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,12207;333475;155;161;316;0,12207;-6,28847;0;0;
11;Rogaland;;;;;HELSE;Helsepartiet;0,19315;333475;278;222;500;-0,01842;0,19315;0;0;
11;Rogaland;;;;;INP;Industri- og Næringspartiet;0,63546;333475;1036;609;1645;0,63546;0,63546;0;0;
11;Rogaland;;;;;KRISTNE;Partiet De Kristne;0,54082;333475;759;641;1400;0,04554;-0,40622;0;0;
11;Rogaland;;;;;LIBS;Liberalistene;0,16379;333475;229;195;424;-0,09479;-0,14657;0;0;
11;Rogaland;;;;;PIR;Piratpartiet;0,07803;333475;92;110;202;-0,10111;0,07803;0;0;
11;Rogaland;;;;;PP;Pensjonistpartiet;0,51262;333475;961;366;1327;0,02099;-0,8013;0;0;
11;Rogaland;;;;;PS;Partiet Sentrum;0,35192;333475;553;358;911;0,35192;0,35192;0;0;
11;Rogaland;;;;;BLANKE;Blanke;0,61731;333475;796;802;1598;0,04299;-0,81693;0;0;
12;Hordaland;;;;;A;Arbeiderpartiet;22,7199;382305;42000;26949;68949;-0,19792;2,76788;4;0;
12;Hordaland;;;;;SV;SV - Sosialistisk Venstreparti;8,86567;382305;17595;9310;26905;1,80211;2,21138;1;0;
12;Hordaland;;;;;RØDT;Rødt;4,663;382305;9492;4659;14151;2,49578;1,10237;1;0;
12;Hordaland;;;;;SP;Senterpartiet;9,87795;382305;16586;13391;29977;2,27575;-2,20526;2;0;
12;Hordaland;;;;;KRF;Kristelig Folkeparti;4,85215;382305;8869;5856;14725;-0,64375;0,04986;1;0;
12;Hordaland;;;;;MDG;Miljøpartiet De Grønne;3,93411;382305;8541;3398;11939;0,40455;-3,83627;0;0;
12;Hordaland;;;;;V;Venstre;4,33678;382305;7898;5263;13161;-0,03188;1,39736;1;1;
12;Hordaland;;;;;H;Høyre;24,47755;382305;45860;28423;74283;-5,8522;5,60557;4;0;
12;Hordaland;;;;;FRP;Fremskrittspartiet;12,63634;382305;21319;17029;38348;-2,33194;3,17981;2;0;
12;Hordaland;;;;;AAN;Alliansen - Alternativ for Norge;0,06854;382305;113;95;208;0,06854;0,06854;0;0;
12;Hordaland;;;;;DEMN;Demokratene;0,94769;382305;1911;965;2876;0,83613;0,66479;0;0;
12;Hordaland;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,1328;382305;228;175;403;0,1328;-10,61808;0;0;
12;Hordaland;;;;;HELSE;Helsepartiet;0,16113;382305;315;174;489;-0,088;-0,11789;0;0;
12;Hordaland;;;;;INP;Industri- og Næringspartiet;0,57204;382305;1127;609;1736;0,57204;0,57204;0;0;
12;Hordaland;;;;;KRISTNE;Partiet De Kristne;0,45473;382305;874;506;1380;-0,00075;-0,3897;0;0;
