Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
02;Akershus;;;;;BLANKE;Blanke;0,6411;471106;1158;1216;2374;0,08761;-0,77849;0;0;
02;Akershus;;;;;GENE;Generasjonspartiet;0,03025;471106;71;41;112;0,03025;0,03025;0;0;
03;Oslo;;;;;A;Arbeiderpartiet;22,9626;485656;50857;36301;87158;-5,39172;2,95478;4;0;
03;Oslo;;;;;SV;SV - Sosialistisk Venstreparti;13,27362;485656;32789;17593;50382;3,99769;4,17348;3;0;
03;Oslo;;;;;RØDT;Rødt;8,25998;485656;20299;11053;31352;1,97207;1,06316;2;0;
03;Oslo;;;;;SP;Senterpartiet;3,14913;485656;7097;4856;11953;1,03037;0,96562;0;0;
03;Oslo;;;;;KRF;Kristelig Folkeparti;1,82367;485656;4222;2700;6922;-0,3128;0,08726;0;0;
03;Oslo;;;;;MDG;Miljøpartiet De Grønne;8,48287;485656;22134;10064;32198;2,53001;-6,77761;2;0;
03;Oslo;;;;;V;Venstre;10,04887;485656;21881;16261;38142;1,62258;4,2727;3;1;
03;Oslo;;;;;H;Høyre;23,538;485656;55643;33699;89342;-2,9084;-1,8632;5;0;
03;Oslo;;;;;FRP;Fremskrittspartiet;6,00266;485656;13593;9191;22784;-3,54158;0,72941;1;0;
03;Oslo;;;;;AAN;Alliansen - Alternativ for Norge;0,06112;485656;138;94;232;0,06112;0,06112;0;0;
03;Oslo;;;;;DEMN;Demokratene;0,68104;485656;1679;906;2585;0,59224;0,41618;0;0;
03;Oslo;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,28243;485656;611;461;1072;0,28243;-5,55832;0;0;
03;Oslo;;;;;HELSE;Helsepartiet;0,15623;485656;376;217;593;-0,1663;-0,07607;0;0;
03;Oslo;;;;;INP;Industri- og Næringspartiet;0,06165;485656;135;99;234;0,06165;0,06165;0;0;
03;Oslo;;;;;KRISTNE;Partiet De Kristne;0,12488;485656;289;185;474;0,03145;-0,0423;0;0;
03;Oslo;;;;;KYST;Kystpartiet;0,01686;485656;37;27;64;0,01686;-0,02664;0;0;
03;Oslo;;;;;LIBS;Liberalistene;0,1752;485656;389;276;665;-0,00649;-0,04698;0;0;
03;Oslo;;;;;NKP;Norges Kommunistiske Parti;0,03241;485656;85;38;123;-0,00001;-0,0401;0;0;
03;Oslo;;;;;PIR;Piratpartiet;0,08852;485656;176;160;336;-0,08309;-0,1011;0;0;
03;Oslo;;;;;PP;Pensjonistpartiet;0,34566;485656;915;397;1312;-0,018;-0,26151;0;0;
03;Oslo;;;;;PS;Partiet Sentrum;0,36015;485656;708;659;1367;0,36015;0,36015;0;0;
03;Oslo;;;;;BLANKE;Blanke;0,44314;485656;847;835;1682;-0,0273;-0,08276;0;0;
03;Oslo;;;;;FI;Feministisk Initiativ;0,07245;485656;214;61;275;-0,01635;-0,08598;0;0;
04;Hedmark;;;;;A;Arbeiderpartiet;33,1243;152228;20747;17390;38137;-2,46071;-1,6229;3;0;
04;Hedmark;;;;;SV;SV - Sosialistisk Venstreparti;6,86424;152228;4687;3216;7903;1,15986;1,32474;0;0;
04;Hedmark;;;;;RØDT;Rødt;3,36567;152228;2342;1533;3875;2,09784;0,84105;0;0;
04;Hedmark;;;;;SP;Senterpartiet;28,04322;152228;15306;16981;32287;5,86141;0,65189;2;0;
04;Hedmark;;;;;KRF;Kristelig Folkeparti;1,62942;152228;966;910;1876;-0,17433;-0,25021;0;0;
04;Hedmark;;;;;MDG;Miljøpartiet De Grønne;2,06891;152228;1652;730;2382;0,12302;-2,44604;0;0;
04;Hedmark;;;;;V;Venstre;2,29474;152228;1437;1205;2642;-0,02462;0,14626;0;0;
04;Hedmark;;;;;H;Høyre;10,58776;152228;6656;5534;12190;-4,78253;-0,06537;1;0;
04;Hedmark;;;;;FRP;Fremskrittspartiet;8,42156;152228;4393;5303;9696;-3,22556;2,46074;1;1;
04;Hedmark;;;;;AAN;Alliansen - Alternativ for Norge;0,08686;152228;56;44;100;0,08686;0,08686;0;0;
04;Hedmark;;;;;DEMN;Demokratene;1,17777;152228;766;590;1356;1,0109;0,98461;0;0;
04;Hedmark;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,07035;152228;30;51;81;0,07035;0,07035;0;0;
04;Hedmark;;;;;HELSE;Helsepartiet;0,25449;152228;150;143;293;-0,05452;-0,08552;0;0;
04;Hedmark;;;;;INP;Industri- og Næringspartiet;0,14939;152228;76;96;172;0,14939;0,14939;0;0;
04;Hedmark;;;;;KRISTNE;Partiet De Kristne;0,19021;152228;107;112;219;0,04454;-0,14414;0;0;
04;Hedmark;;;;;LIBS;Liberalistene;0,11726;152228;70;65;135;-0,02754;-0,11092;0;0;
04;Hedmark;;;;;PP;Pensjonistpartiet;1,28721;152228;980;502;1482;0,15446;-2,25743;0;0;
04;Hedmark;;;;;PS;Partiet Sentrum;0,1824;152228;108;102;210;0,1824;0,1824;0;0;
04;Hedmark;;;;;BLANKE;Blanke;0,66705;152228;332;436;768;-0,0834;-1,80448;0;0;
04;Hedmark;;;;;RN;Redd Naturen;0,08425;152228;43;54;97;0,08425;0,08425;0;0;
05;Oppland;;;;;A;Arbeiderpartiet;35,01855;132383;18486;16064;34550;-0,2035;1,62328;2;0;
05;Oppland;;;;;SV;SV - Sosialistisk Venstreparti;5,58371;132383;3458;2051;5509;0,96233;1,32842;0;0;
05;Oppland;;;;;RØDT;Rødt;3,58091;132383;2215;1318;3533;1,94172;0,45703;0;0;
05;Oppland;;;;;SP;Senterpartiet;25,96744;132383;12224;13396;25620;3,96172;-4,1143;2;0;
05;Oppland;;;;;KRF;Kristelig Folkeparti;1,55784;132383;834;703;1537;-0,54178;-0,26164;0;0;
05;Oppland;;;;;MDG;Miljøpartiet De Grønne;2,32004;132383;1609;680;2289;-0,03246;-2,46444;0;0;
05;Oppland;;;;;V;Venstre;2,40315;132383;1321;1050;2371;-0,11962;0,41325;0;0;
05;Oppland;;;;;H;Høyre;12,49113;132383;6722;5602;12324;-3,80914;-0,36059;1;0;
05;Oppland;;;;;FRP;Fremskrittspartiet;8,57372;132383;3798;4661;8459;-3,27141;3,46506;1;1;
05;Oppland;;;;;AAN;Alliansen - Alternativ for Norge;0,0821;132383;43;38;81;0,0821;0,0821;0;0;
05;Oppland;;;;;DEMN;Demokratene;0,94363;132383;499;432;931;0,82273;0,70658;0;0;
05;Oppland;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,0669;132383;34;32;66;0,0669;0,0669;0;0;
05;Oppland;;;;;HELSE;Helsepartiet;0,18751;132383;103;82;185;-0,20944;-0,14436;0;0;
05;Oppland;;;;;INP;Industri- og Næringspartiet;0,12872;132383;72;55;127;0,12872;0,12872;0;0;
05;Oppland;;;;;KRISTNE;Partiet De Kristne;0,21488;132383;115;97;212;0,05267;-0,18234;0;0;
05;Oppland;;;;;LIBS;Liberalistene;0,09223;132383;47;44;91;-0,03874;-0,13841;0;0;
05;Oppland;;;;;PIR;Piratpartiet;0,06588;132383;37;28;65;0,06588;0,06588;0;0;
05;Oppland;;;;;PP;Pensjonistpartiet;0,53516;132383;330;198;528;0,11302;-0,85764;0;0;
05;Oppland;;;;;PS;Partiet Sentrum;0,1865;132383;109;75;184;0,1865;0,1865;0;0;
05;Oppland;;;;;BLANKE;Blanke;0,58482;132383;258;319;577;-0,06299;-1,28335;0;0;
06;Buskerud;;;;;A;Arbeiderpartiet;28,35766;191637;25258;15315;40573;-0,54888;3,27979;3;0;
06;Buskerud;;;;;SV;SV - Sosialistisk Venstreparti;5,63547;191637;5469;2594;8063;0,73627;1,37171;1;1;
06;Buskerud;;;;;RØDT;Rødt;3,45551;191637;3376;1568;4944;2,03239;1,20448;0;0;
06;Buskerud;;;;;SP;Senterpartiet;16,1243;191637;12691;10379;23070;4,75197;-2,63198;1;0;
06;Buskerud;;;;;KRF;Kristelig Folkeparti;2,31905;191637;2006;1312;3318;-0,28765;0,02292;0;0;
06;Buskerud;;;;;MDG;Miljøpartiet De Grønne;2,97324;191637;3068;1186;4254;0,43382;-2,98921;0;0;
06;Buskerud;;;;;V;Venstre;3,63793;191637;3149;2056;5205;0,28086;1,52137;0;0;
06;Buskerud;;;;;H;Høyre;22,04563;191637;19804;11738;31542;-4,28156;-1,65695;2;0;
06;Buskerud;;;;;FRP;Fremskrittspartiet;12,23965;191637;9654;7858;17512;-4,99959;3,34789;1;0;
06;Buskerud;;;;;AAN;Alliansen - Alternativ for Norge;0,10344;191637;99;49;148;0,10344;0,10344;0;0;
06;Buskerud;;;;;DEMN;Demokratene;1,38178;191637;1241;736;1977;1,24945;1,13923;0;0;
06;Buskerud;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,08807;191637;64;62;126;0,08807;-3,50847;0;0;
06;Buskerud;;;;;HELSE;Helsepartiet;0,29425;191637;253;168;421;-0,292;-0,24787;0;0;
06;Buskerud;;;;;INP;Industri- og Næringspartiet;0,19221;191637;167;108;275;0,19221;0,19221;0;0;
06;Buskerud;;;;;KRISTNE;Partiet De Kristne;0,23135;191637;211;120;331;0,04283;-0,13035;0;0;
06;Buskerud;;;;;LIBS;Liberalistene;0,17054;191637;147;97;244;-0,03128;-0,09073;0;0;
06;Buskerud;;;;;PIR;Piratpartiet;0,08038;191637;54;61;115;0,07742;-0,09324;0;0;
06;Buskerud;;;;;PP;Pensjonistpartiet;0,36344;191637;379;141;520;0,3494;-0,41697;0;0;
06;Buskerud;;;;;PS;Partiet Sentrum;0,30613;191637;251;187;438;0,30613;0,30613;0;0;
06;Buskerud;;;;;BLANKE;Blanke;0,715;191637;548;475;1023;0,02452;-1,17007;0;0;
07;Vestfold;;;;;A;Arbeiderpartiet;26,98438;182961;20232;17286;37518;-0,98163;-0,00155;2;0;
07;Vestfold;;;;;SV;SV - Sosialistisk Venstreparti;6,2358;182961;5358;3312;8670;1,22562;1,56464;1;1;
07;Vestfold;;;;;RØDT;Rødt;4,42691;182961;3947;2208;6155;2,54904;1,10568;0;0;
07;Vestfold;;;;;SP;Senterpartiet;9,90751;182961;6993;6782;13775;3,82058;-0,94228;1;0;
07;Vestfold;;;;;KRF;Kristelig Folkeparti;3,49622;182961;2616;2245;4861;-0,22231;0,08646;0;0;
07;Vestfold;;;;;MDG;Miljøpartiet De Grønne;3,90402;182961;3752;1676;5428;0,9251;-3,51033;0;0;
07;Vestfold;;;;;V;Venstre;4,15;182961;3295;2475;5770;0,27202;0,79513;0;0;
07;Vestfold;;;;;H;Høyre;25,05107;182961;19572;15258;34830;-5,17173;-1,85962;2;0;
07;Vestfold;;;;;FRP;Fremskrittspartiet;12,42196;182961;8475;8796;17271;-4,36949;2,53173;1;0;
07;Vestfold;;;;;AAN;Alliansen - Alternativ for Norge;0,10501;182961;82;64;146;0,10501;0,10501;0;0;
07;Vestfold;;;;;DEMN;Demokratene;1,31333;182961;1084;742;1826;1,19867;1,05308;0;0;
07;Vestfold;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,05107;182961;35;36;71;0,05107;-1,18023;0;0;
07;Vestfold;;;;;HELSE;Helsepartiet;0,27547;182961;220;163;383;-0,2014;-0,12906;0;0;
07;Vestfold;;;;;INP;Industri- og Næringspartiet;0,29057;182961;236;168;404;0,29057;0,29057;0;0;
07;Vestfold;;;;;KRISTNE;Partiet De Kristne;0,47614;182961;376;286;662;0,18455;-0,263;0;0;
07;Vestfold;;;;;LIBS;Liberalistene;0,14241;182961;117;81;198;-0,074;-0,1798;0;0;
07;Vestfold;;;;;PIR;Piratpartiet;0,0899;182961;81;44;125;-0,06576;0,0899;0;0;
07;Vestfold;;;;;PP;Pensjonistpartiet;0,40421;182961;364;198;562;0,40421;0,40421;0;0;
07;Vestfold;;;;;PS;Partiet Sentrum;0,27403;182961;228;153;381;0,27403;0,27403;0;0;
07;Vestfold;;;;;BLANKE;Blanke;0,68615;182961;498;456;954;-0,02004;-0,91339;0;0;
08;Telemark;;;;;A;Arbeiderpartiet;30,83519;130953;15002;14881;29883;-1,09622;-2,115;2;0;
08;Telemark;;;;;SV;SV - Sosialistisk Venstreparti;6,12102;130953;3449;2483;5932;1,16577;1,24659;0;0;
08;Telemark;;;;;RØDT;Rødt;4,64958;130953;2656;1850;4506;2,54257;0,35238;1;1;
08;Telemark;;;;;SP;Senterpartiet;16,47474;130953;6912;9054;15966;3,61484;-2,57276;1;0;
08;Telemark;;;;;KRF;Kristelig Folkeparti;4,47003;130953;2299;2033;4332;-0,51102;-0,47859;0;0;
08;Telemark;;;;;MDG;Miljøpartiet De Grønne;2,81596;130953;1854;875;2729;0,34659;-2,18046;0;0;
08;Telemark;;;;;V;Venstre;2,27216;130953;1220;982;2202;-0,40264;0,39961;0;0;
08;Telemark;;;;;H;Høyre;15,67917;130953;8142;7053;15195;-4,39474;1,02067;1;0;
08;Telemark;;;;;FRP;Fremskrittspartiet;12,68883;130953;5393;6904;12297;-3,84208;4,05671;1;0;
08;Telemark;;;;;AAN;Alliansen - Alternativ for Norge;0,11041;130953;60;47;107;0,11041;0,11041;0;0;
08;Telemark;;;;;DEMN;Demokratene;1,42397;130953;709;671;1380;1,2908;1,20892;0;0;
08;Telemark;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,08977;130953;40;47;87;0,08977;-1,87962;0;0;
08;Telemark;;;;;HELSE;Helsepartiet;0,19915;130953;101;92;193;-0,1663;-0,12405;0;0;
08;Telemark;;;;;INP;Industri- og Næringspartiet;0,61499;130953;300;296;596;0,61499;0,61499;0;0;
08;Telemark;;;;;KRISTNE;Partiet De Kristne;0,65111;130953;352;279;631;0,09674;-0,21538;0;0;
08;Telemark;;;;;LIBS;Liberalistene;0,11351;130953;62;48;110;-0,0238;-0,11789;0;0;
08;Telemark;;;;;PIR;Piratpartiet;0,08771;130953;41;44;85;0,08771;0,08771;0;0;
08;Telemark;;;;;PP;Pensjonistpartiet;0,43132;130953;261;157;418;0,43132;0,43132;0;0;
08;Telemark;;;;;PS;Partiet Sentrum;0,27138;130953;144;119;263;0,27138;0,27138;0;0;
08;Telemark;;;;;BLANKE;Blanke;0,65833;130953;295;343;638;0,01311;-0,96019;0;0;
09;Aust-Agder;;;;;A;Arbeiderpartiet;24,52647;87300;8454;7693;16147;-0,84303;1,36946;1;0;
09;Aust-Agder;;;;;SV;SV - Sosialistisk Venstreparti;5,53505;87300;2248;1396;3644;1,56667;1,10514;0;0;
09;Aust-Agder;;;;;RØDT;Rødt;3,73054;87300;1498;958;2456;2,48534;1,10624;0;0;
09;Aust-Agder;;;;;SP;Senterpartiet;13,52928;87300;4107;4800;8907;5,3816;1,91619;1;0;
09;Aust-Agder;;;;;KRF;Kristelig Folkeparti;8,73244;87300;3073;2676;5749;-1,08539;-2,10308;0;0;
09;Aust-Agder;;;;;MDG;Miljøpartiet De Grønne;3,00144;87300;1333;643;1976;0,38606;-1,74809;0;0;
09;Aust-Agder;;;;;V;Venstre;3,24447;87300;1178;958;2136;-0,0599;0,21644;0;0;
09;Aust-Agder;;;;;H;Høyre;20,20961;87300;7331;5974;13305;-5,56141;-3,59599;1;0;
09;Aust-Agder;;;;;FRP;Fremskrittspartiet;13,25739;87300;3845;4883;8728;-4,05505;4,11346;1;1;
09;Aust-Agder;;;;;AAN;Alliansen - Alternativ for Norge;0,06835;87300;19;26;45;0,06835;0,06835;0;0;
09;Aust-Agder;;;;;DEMN;Demokratene;1,39288;87300;530;387;917;1,23508;0,65269;0;0;
09;Aust-Agder;;;;;HELSE;Helsepartiet;0,2886;87300;104;86;190;-0,09886;-1,41233;0;0;
09;Aust-Agder;;;;;INP;Industri- og Næringspartiet;0,42379;87300;164;115;279;0,42379;0,42379;0;0;
09;Aust-Agder;;;;;KRISTNE;Partiet De Kristne;0,87036;87300;338;235;573;0,1423;-0,41562;0;0;
09;Aust-Agder;;;;;LIBS;Liberalistene;0,15493;87300;49;53;102;-0,03255;-0,20768;0;0;
09;Aust-Agder;;;;;PIR;Piratpartiet;0,10785;87300;37;34;71;-0,04839;-0,2772;0;0;
09;Aust-Agder;;;;;PP;Pensjonistpartiet;0,5772;87300;248;132;380;-0,1243;-1,56112;0;0;
09;Aust-Agder;;;;;PS;Partiet Sentrum;0,34936;87300;164;66;230;0,34936;0,34936;0;0;
09;Aust-Agder;;;;;BLANKE;Blanke;0,51948;87300;163;179;342;0,0039;-1,10108;0;0;
10;Vest-Agder;;;;;A;Arbeiderpartiet;20,77469;137466;12894;8951;21845;-0,24771;1,65376;1;0;
10;Vest-Agder;;;;;SV;SV - Sosialistisk Venstreparti;5,33989;137466;3763;1852;5615;1,04024;0,90428;0;0;
10;Vest-Agder;;;;;RØDT;Rødt;3,19062;137466;2215;1140;3355;1,82974;0,80726;0;0;
10;Vest-Agder;;;;;SP;Senterpartiet;10,32791;137466;5734;5126;10860;3,8411;1,47049;1;0;
10;Vest-Agder;;;;;KRF;Kristelig Folkeparti;13,88466;137466;8492;6108;14600;1,27341;-0,58566;1;0;
10;Vest-Agder;;;;;MDG;Miljøpartiet De Grønne;3,1678;137466;2321;1010;3331;0,2778;-3,3465;0;0;
10;Vest-Agder;;;;;V;Venstre;3,6471;137466;2320;1515;3835;0,0244;0,56701;1;1;
10;Vest-Agder;;;;;H;Høyre;21,26255;137466;13454;8904;22358;-6,615;1,75992;1;0;
10;Vest-Agder;;;;;FRP;Fremskrittspartiet;13,14288;137466;7360;6460;13820;-3,98106;3,56345;1;0;
10;Vest-Agder;;;;;AAN;Alliansen - Alternativ for Norge;0,0504;137466;26;27;53;0,0504;0,0504;0;0;
10;Vest-Agder;;;;;DEMN;Demokratene;2,57627;137466;1587;1122;2709;1,83461;-5,62465;0;0;
10;Vest-Agder;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,05896;137466;30;32;62;0,05896;0,05896;0;0;
10;Vest-Agder;;;;;HELSE;Helsepartiet;0,15882;137466;101;66;167;-0,06617;-0,34591;0;0;
10;Vest-Agder;;;;;INP;Industri- og Næringspartiet;0,34236;137466;226;134;360;0,34236;0,34236;0;0;
10;Vest-Agder;;;;;KRISTNE;Partiet De Kristne;0,92247;137466;636;334;970;0,13402;-0,72162;0;0;
10;Vest-Agder;;;;;LIBS;Liberalistene;0,15596;137466;95;69;164;-0,05309;-0,18205;0;0;
10;Vest-Agder;;;;;PIR;Piratpartiet;0,07418;137466;37;41;78;-0,07615;-0,11667;0;0;
10;Vest-Agder;;;;;PP;Pensjonistpartiet;0,46789;137466;356;136;492;0,04181;-0,70942;0;0;
10;Vest-Agder;;;;;PS;Partiet Sentrum;0,45458;137466;300;178;478;0,45458;0,45458;0;0;
10;Vest-Agder;;;;;BLANKE;Blanke;0,60199;137466;304;329;633;0,1311;-0,76848;0;0;
11;Rogaland;;;;;A;Arbeiderpartiet;22,39353;333475;33085;24884;57969;-0,17172;0,04962;3;0;
11;Rogaland;;;;;SV;SV - Sosialistisk Venstreparti;5,12275;333475;8466;4795;13261;1,15969;1,05247;1;0;
11;Rogaland;;;;;RØDT;Rødt;3,71622;333475;6036;3584;9620;2,55098;1,3673;1;1;
11;Rogaland;;;;;SP;Senterpartiet;10,41354;333475;13881;13076;26957;3,09539;-0,11969;2;0;
11;Rogaland;;;;;KRF;Kristelig Folkeparti;8,0571;333475;11889;8968;20857;-0,26175;-0,49408;1;0;
11;Rogaland;;;;;MDG;Miljøpartiet De Grønne;2,37653;333475;4297;1855;6152;-0,20404;-2,71371;0;0;
11;Rogaland;;;;;V;Venstre;3,51766;333475;5254;3852;9106;-0,02185;0,48968;0;0;
11;Rogaland;;;;;H;Høyre;23,94762;333475;37182;24810;61992;-4,84065;1,84662;4;0;
11;Rogaland;;;;;FRP;Fremskrittspartiet;16,75738;333475;23654;19725;43379;-2,99222;4,1104;2;0;
11;Rogaland;;;;;AAN;Alliansen - Alternativ for Norge;0,0819;333475;121;91;212;0,0819;0,0819;0;0;
11;Rogaland;;;;;DEMN;Demokratene;1,01752;333475;1654;980;2634;0,92268;0,84844;0;0;
11;Rogaland;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,12207;333475;155;161;316;0,12207;-6,28847;0;0;
11;Rogaland;;;;;HELSE;Helsepartiet;0,19315;333475;278;222;500;-0,01842;0,19315;0;0;
11;Rogaland;;;;;INP;Industri- og Næringspartiet;0,63547;333475;1036;609;1645;0,63547;0,63547;0;0;
11;Rogaland;;;;;KRISTNE;Partiet De Kristne;0,54082;333475;759;641;1400;0,04554;-0,40622;0;0;
11;Rogaland;;;;;LIBS;Liberalistene;0,16379;333475;229;195;424;-0,09479;-0,14657;0;0;
11;Rogaland;;;;;PIR;Piratpartiet;0,07803;333475;92;110;202;-0,10111;0,07803;0;0;
11;Rogaland;;;;;PP;Pensjonistpartiet;0,51301;333475;962;366;1328;0,02138;-0,80091;0;0;
11;Rogaland;;;;;PS;Partiet Sentrum;0,35192;333475;553;358;911;0,35192;0,35192;0;0;
11;Rogaland;;;;;BLANKE;Blanke;0,61731;333475;796;802;1598;0,043;-0,81693;0;0;
12;Hordaland;;;;;A;Arbeiderpartiet;22,7199;382305;42000;26949;68949;-0,19792;2,76788;4;0;
12;Hordaland;;;;;SV;SV - Sosialistisk Venstreparti;8,86567;382305;17595;9310;26905;1,80211;2,21138;1;0;
12;Hordaland;;;;;RØDT;Rødt;4,663;382305;9492;4659;14151;2,49578;1,10237;1;0;
12;Hordaland;;;;;SP;Senterpartiet;9,87795;382305;16586;13391;29977;2,27575;-2,20526;2;0;
12;Hordaland;;;;;KRF;Kristelig Folkeparti;4,85215;382305;8869;5856;14725;-0,64375;0,04986;1;0;
12;Hordaland;;;;;MDG;Miljøpartiet De Grønne;3,93411;382305;8541;3398;11939;0,40455;-3,83627;0;0;
12;Hordaland;;;;;V;Venstre;4,33678;382305;7898;5263;13161;-0,03188;1,39736;1;1;
12;Hordaland;;;;;H;Høyre;24,47755;382305;45860;28423;74283;-5,8522;5,60557;4;0;
12;Hordaland;;;;;FRP;Fremskrittspartiet;12,63634;382305;21319;17029;38348;-2,33194;3,17981;2;0;
12;Hordaland;;;;;AAN;Alliansen - Alternativ for Norge;0,06854;382305;113;95;208;0,06854;0,06854;0;0;
12;Hordaland;;;;;DEMN;Demokratene;0,94769;382305;1911;965;2876;0,83613;0,66479;0;0;
12;Hordaland;;;;;FNB;Folkeaksjonen Nei til mer bompenger;0,1328;382305;228;175;403;0,1328;-10,61808;0;0;
12;Hordaland;;;;;HELSE;Helsepartiet;0,16113;382305;315;174;489;-0,088;-0,11789;0;0;
12;Hordaland;;;;;INP;Industri- og Næringspartiet;0,57204;382305;1127;609;1736;0,57204;0,57204;0;0;
12;Hordaland;;;;;KRISTNE;Partiet De Kristne;0,45473;382305;874;506;1380;-0,00075;-0,3897;0;0;
